"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pair_id","Input.poem1","Input.poem2","Input.poem1_dataset","Input.poem2_dataset","Input.question1","Input.question1_id","Input.question2","Input.question2_id","Input.question3","Input.question3_id","Input.question4","Input.question4_id","Answer.taskAnswers","Approve","Reject"
"324N5FAHSXBIHHRP010IPZJ57XIKV6","370WPY2B8VGTF5G7VJCU5KXT9L0L3B","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.03","Thu Nov 26 15:55:16 PST 2020","3","BatchId:4262762;OriginalHitTemplateId:928390905;","3600","259200","Thu Dec 03 15:55:16 PST 2020","","","3GNCZX450IN2N4J0S0JWDDNE97OAPO","ADU5ITQIKTS2E","Submitted","Thu Nov 26 15:59:22 PST 2020","Thu Nov 26 16:00:03 PST 2020","Sun Nov 29 16:00:03 PST 2020","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","e0959c07-cd47-4616-a993-bea07a18765c","opened then the marble portals .<br>fragrant incense filled the air ,<br>( sandalwood and roses rare )<br>while the girls with red-lipped languor<br>scattered flowers everywhere .","come , let other , run wake , and palms azure the rose ,<br>april , in the hair and the knowledge grace<br>of the pure , tender love , our friends<br>and butterflies through their faces<br>bear","gutenberg","lstm","Which poem is more grammatical?","grammatical-poem","Which poem moves you emotionally more?","moved-poem","Which poem has better rhyming?","rhyming-poem","","","[{""grammatical-poem"":{""1"":true,""2"":false,""na"":false},""moved-poem"":{""1"":false,""2"":false,""na"":true},""rhyming-poem"":{""1"":true,""2"":false,""na"":false}}]"
"324N5FAHSXBIHHRP010IPZJ57XIKV6","370WPY2B8VGTF5G7VJCU5KXT9L0L3B","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.03","Thu Nov 26 15:55:16 PST 2020","3","BatchId:4262762;OriginalHitTemplateId:928390905;","3600","259200","Thu Dec 03 15:55:16 PST 2020","","","3JC6VJ2SABJYUU1H8LAIF7IXI7NA52","A1NI80RTER9S9D","Submitted","Thu Nov 26 15:58:51 PST 2020","Thu Nov 26 15:59:19 PST 2020","Sun Nov 29 15:59:19 PST 2020","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","e0959c07-cd47-4616-a993-bea07a18765c","opened then the marble portals .<br>fragrant incense filled the air ,<br>( sandalwood and roses rare )<br>while the girls with red-lipped languor<br>scattered flowers everywhere .","come , let other , run wake , and palms azure the rose ,<br>april , in the hair and the knowledge grace<br>of the pure , tender love , our friends<br>and butterflies through their faces<br>bear","gutenberg","lstm","Which poem is more grammatical?","grammatical-poem","Which poem moves you emotionally more?","moved-poem","Which poem has better rhyming?","rhyming-poem","","","[{""grammatical-poem"":{""1"":false,""2"":false,""na"":true},""moved-poem"":{""1"":false,""2"":false,""na"":true},""rhyming-poem"":{""1"":false,""2"":false,""na"":true}}]"
"324N5FAHSXBIHHRP010IPZJ57XIKV6","370WPY2B8VGTF5G7VJCU5KXT9L0L3B","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.03","Thu Nov 26 15:55:16 PST 2020","3","BatchId:4262762;OriginalHitTemplateId:928390905;","3600","259200","Thu Dec 03 15:55:16 PST 2020","","","3JJVG1YBEBX3D469EZAEAI230P8B5Y","A2H1RXUC8XNNIW","Submitted","Thu Nov 26 15:56:40 PST 2020","Thu Nov 26 16:01:10 PST 2020","Sun Nov 29 16:01:10 PST 2020","","","","270","0% (0/0)","0% (0/0)","0% (0/0)","e0959c07-cd47-4616-a993-bea07a18765c","opened then the marble portals .<br>fragrant incense filled the air ,<br>( sandalwood and roses rare )<br>while the girls with red-lipped languor<br>scattered flowers everywhere .","come , let other , run wake , and palms azure the rose ,<br>april , in the hair and the knowledge grace<br>of the pure , tender love , our friends<br>and butterflies through their faces<br>bear","gutenberg","lstm","Which poem is more grammatical?","grammatical-poem","Which poem moves you emotionally more?","moved-poem","Which poem has better rhyming?","rhyming-poem","","","[{""grammatical-poem"":{""1"":true,""2"":false,""na"":false},""moved-poem"":{""1"":false,""2"":true,""na"":false},""rhyming-poem"":{""1"":true,""2"":false,""na"":false}}]"
"3E22YV8GG166K3FWB2JZBZBRF4MPNV","370WPY2B8VGTF5G7VJCU5KXT9L0L3B","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.03","Thu Nov 26 15:55:16 PST 2020","3","BatchId:4262762;OriginalHitTemplateId:928390905;","3600","259200","Thu Dec 03 15:55:16 PST 2020","","","3EO896NRAWVBGPFB3N5TBMRUOX3JTI","A20AHTTBKIT2EJ","Submitted","Thu Nov 26 15:58:10 PST 2020","Thu Nov 26 15:58:38 PST 2020","Sun Nov 29 15:58:38 PST 2020","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","3995d98b-e7d2-450f-a0c4-8e8e9224b22c","“ but till the moon has taken all , i wage<br>“ war on the mightiest men under the skies ,<br>“ and they have fallen or fled , age after age :<br>“ light is man 's love , and lighter is man 's rage ;<br>“ his purpose drifts and dies . ”","than all one world of all the most to be <br>this past its home .— if any longer crown 'd <br>with treasure , and the sunset , pining cease <br>like sunset music spread upon my breast","gutenberg","jhamtani","Which poem is more grammatical?","grammatical-poem","Which poem is more melodious?","melodious-poem","Which poem is more intense?","intense-poem","","","[{""grammatical-poem"":{""1"":true,""2"":false,""na"":false},""intense-poem"":{""1"":true,""2"":false,""na"":false},""melodious-poem"":{""1"":true,""2"":false,""na"":false}}]"
"3E22YV8GG166K3FWB2JZBZBRF4MPNV","370WPY2B8VGTF5G7VJCU5KXT9L0L3B","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.03","Thu Nov 26 15:55:16 PST 2020","3","BatchId:4262762;OriginalHitTemplateId:928390905;","3600","259200","Thu Dec 03 15:55:16 PST 2020","","","3IJXV6UZ1XJ25ZIDHGFYZ6BCNXGRI0","A2H1RXUC8XNNIW","Submitted","Thu Nov 26 15:56:27 PST 2020","Thu Nov 26 15:59:29 PST 2020","Sun Nov 29 15:59:29 PST 2020","","","","182","0% (0/0)","0% (0/0)","0% (0/0)","3995d98b-e7d2-450f-a0c4-8e8e9224b22c","“ but till the moon has taken all , i wage<br>“ war on the mightiest men under the skies ,<br>“ and they have fallen or fled , age after age :<br>“ light is man 's love , and lighter is man 's rage ;<br>“ his purpose drifts and dies . ”","than all one world of all the most to be <br>this past its home .— if any longer crown 'd <br>with treasure , and the sunset , pining cease <br>like sunset music spread upon my breast","gutenberg","jhamtani","Which poem is more grammatical?","grammatical-poem","Which poem is more melodious?","melodious-poem","Which poem is more intense?","intense-poem","","","[{""grammatical-poem"":{""1"":true,""2"":false,""na"":false},""intense-poem"":{""1"":true,""2"":false,""na"":false},""melodious-poem"":{""1"":true,""2"":false,""na"":false}}]"
"3E22YV8GG166K3FWB2JZBZBRF4MPNV","370WPY2B8VGTF5G7VJCU5KXT9L0L3B","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.03","Thu Nov 26 15:55:16 PST 2020","3","BatchId:4262762;OriginalHitTemplateId:928390905;","3600","259200","Thu Dec 03 15:55:16 PST 2020","","","3N2BF7Y2VQUBCOU16Q1WDVGNHX3MHF","A1H714G6B1L6J9","Submitted","Thu Nov 26 15:58:34 PST 2020","Thu Nov 26 15:59:03 PST 2020","Sun Nov 29 15:59:03 PST 2020","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","3995d98b-e7d2-450f-a0c4-8e8e9224b22c","“ but till the moon has taken all , i wage<br>“ war on the mightiest men under the skies ,<br>“ and they have fallen or fled , age after age :<br>“ light is man 's love , and lighter is man 's rage ;<br>“ his purpose drifts and dies . ”","than all one world of all the most to be <br>this past its home .— if any longer crown 'd <br>with treasure , and the sunset , pining cease <br>like sunset music spread upon my breast","gutenberg","jhamtani","Which poem is more grammatical?","grammatical-poem","Which poem is more melodious?","melodious-poem","Which poem is more intense?","intense-poem","","","[{""grammatical-poem"":{""1"":false,""2"":true,""na"":false},""intense-poem"":{""1"":false,""2"":true,""na"":false},""melodious-poem"":{""1"":true,""2"":false,""na"":false}}]"
"34F34TZU7WZE96N5U6GVMFMHVAQ2JI","370WPY2B8VGTF5G7VJCU5KXT9L0L3B","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.03","Thu Nov 26 15:55:16 PST 2020","3","BatchId:4262762;OriginalHitTemplateId:928390905;","3600","259200","Thu Dec 03 15:55:16 PST 2020","","","3J2UYBXQQLCYCL3DL2NUI7KK5GN60O","A3GYBE40AJ65OE","Submitted","Thu Nov 26 16:02:18 PST 2020","Thu Nov 26 16:03:34 PST 2020","Sun Nov 29 16:03:34 PST 2020","","","","76","0% (0/0)","0% (0/0)","0% (0/0)","c84df3d8-db89-49dd-890a-7b891c11d759","the castle of our desire vultures we found <br>weigh we [ a serene and lone and fine <br>we coled like it ; the hall of our own ferns <br>a dim and a clock to mark you the passing hour <br>in bronze as its decrees, the perished","the world was in its day of peril dark and glorious <br>wontian, marsepulchral, helen we were sons <br>in the lone sky and in the aisles stretch of dreams <br>but when the shades of death did not set <br>her eyes were dazzled,","gpt2","gpt2","Which poem has better rhyming?","rhyming-poem","Which poem is more grammatical?","grammatical-poem","Which poem is more intense?","intense-poem","","","[{""grammatical-poem"":{""1"":false,""2"":false,""na"":true},""intense-poem"":{""1"":false,""2"":true,""na"":false},""rhyming-poem"":{""1"":false,""2"":false,""na"":true}}]"
"34F34TZU7WZE96N5U6GVMFMHVAQ2JI","370WPY2B8VGTF5G7VJCU5KXT9L0L3B","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.03","Thu Nov 26 15:55:16 PST 2020","3","BatchId:4262762;OriginalHitTemplateId:928390905;","3600","259200","Thu Dec 03 15:55:16 PST 2020","","","3JWH6J9I9SD73TCFIZ604Z2PRA8BNO","A37APUTJ10ZETN","Submitted","Thu Nov 26 15:57:34 PST 2020","Thu Nov 26 16:07:26 PST 2020","Sun Nov 29 16:07:26 PST 2020","","","","592","0% (0/0)","0% (0/0)","0% (0/0)","c84df3d8-db89-49dd-890a-7b891c11d759","the castle of our desire vultures we found <br>weigh we [ a serene and lone and fine <br>we coled like it ; the hall of our own ferns <br>a dim and a clock to mark you the passing hour <br>in bronze as its decrees, the perished","the world was in its day of peril dark and glorious <br>wontian, marsepulchral, helen we were sons <br>in the lone sky and in the aisles stretch of dreams <br>but when the shades of death did not set <br>her eyes were dazzled,","gpt2","gpt2","Which poem has better rhyming?","rhyming-poem","Which poem is more grammatical?","grammatical-poem","Which poem is more intense?","intense-poem","","","[{""grammatical-poem"":{""1"":true,""2"":false,""na"":false},""intense-poem"":{""1"":false,""2"":true,""na"":false},""rhyming-poem"":{""1"":true,""2"":false,""na"":false}}]"
"34F34TZU7WZE96N5U6GVMFMHVAQ2JI","370WPY2B8VGTF5G7VJCU5KXT9L0L3B","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.03","Thu Nov 26 15:55:16 PST 2020","3","BatchId:4262762;OriginalHitTemplateId:928390905;","3600","259200","Thu Dec 03 15:55:16 PST 2020","","","3RYC5T2D73TUML5HUB5I83CO9BCRPD","A6KOTWP7N7RLU","Submitted","Thu Nov 26 16:03:02 PST 2020","Thu Nov 26 16:20:35 PST 2020","Sun Nov 29 16:20:35 PST 2020","","","","1053","0% (0/0)","0% (0/0)","0% (0/0)","c84df3d8-db89-49dd-890a-7b891c11d759","the castle of our desire vultures we found <br>weigh we [ a serene and lone and fine <br>we coled like it ; the hall of our own ferns <br>a dim and a clock to mark you the passing hour <br>in bronze as its decrees, the perished","the world was in its day of peril dark and glorious <br>wontian, marsepulchral, helen we were sons <br>in the lone sky and in the aisles stretch of dreams <br>but when the shades of death did not set <br>her eyes were dazzled,","gpt2","gpt2","Which poem has better rhyming?","rhyming-poem","Which poem is more grammatical?","grammatical-poem","Which poem is more intense?","intense-poem","","","[{""grammatical-poem"":{""1"":false,""2"":false,""na"":true},""intense-poem"":{""1"":false,""2"":true,""na"":false},""rhyming-poem"":{""1"":false,""2"":false,""na"":true}}]"
"3JU8CV4BRLCO2OF8CHJCQOBW5ERPOA","370WPY2B8VGTF5G7VJCU5KXT9L0L3B","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.03","Thu Nov 26 15:55:17 PST 2020","3","BatchId:4262762;OriginalHitTemplateId:928390905;","3600","259200","Thu Dec 03 15:55:17 PST 2020","","","3NVC2EB65QZWCXCGA8053W2K735Y3I","A1QIIBAXCX9O4R","Submitted","Thu Nov 26 16:56:56 PST 2020","Thu Nov 26 16:57:07 PST 2020","Sun Nov 29 16:57:07 PST 2020","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","13c0d195-59f5-4769-bfb4-ffa7f79fd376","“ when thou art older , thou shalt mind<br>to traverse countries far and wide ,<br>and thou shalt go where roses blow<br>and balmy waters singing glide —<br>so ninna and anninia !","saucethe castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of boughs <br>reach in the castle of the holy grail <br>and all the wanderers of the leafy vale","gutenberg","gpt2","Which poem is more intense?","intense-poem","Which poem is more comprehensible?","comprehensible-poem","Which poem is more grammatical?","grammatical-poem","","","[{""comprehensible-poem"":{""1"":true,""2"":false,""na"":false},""grammatical-poem"":{""1"":true,""2"":false,""na"":false},""intense-poem"":{""1"":false,""2"":true,""na"":false}}]"
