"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pair_id","Input.poem1","Input.poem2","Input.poem1_dataset","Input.poem2_dataset","Input.question1","Input.question1_id","Input.question2","Input.question2_id","Input.question3","Input.question3_id","Input.question4","Input.question4_id","Input.question5","Input.question5_id","Answer.taskAnswers","Approve","Reject"
"35O6H0UNLSG6836SCPITKMPTF0DJ5S","3V76OXST9RHJWOEPK9E4MX3PKKK05D","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.02","Sun Dec 13 09:23:12 PST 2020","1","BatchId:4278643;OriginalHitTemplateId:928390905;","3600","518400","Sun Dec 20 09:23:12 PST 2020","","","3P59JYT76LKBATH3W2Z1C55DPC12TH","A3VLTC2Z0NPV7J","Submitted","Sun Dec 13 09:25:11 PST 2020","Sun Dec 13 09:25:30 PST 2020","Sat Dec 19 09:25:30 PST 2020","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","26988140-15db-4e8f-ad2a-018b34df755f","along the river, cutting open, out,<br>whatever you decide upon. and hey,<br>whatever happens you decide and shout,<br>whatever. nothing matters. nothing. you,<br>whatever happen. even if the end,<br>however you decide it happen to,<br>whatever, happens. nothing matters send,<br>whatever happen. even better, you,<br>wherever you are happen happen( to.","therefore , that pleasures care had past ,<br>when tribute had a war ,<br>getting one man soil<br>to god and devoted through this :<br>come , loving wretch ! that ‘","true_poetry","lstm","Which poem is more readable?","readable-poem","Which poem is more melodious?","melodious-poem","Which poem is more intense?","intense-poem","Which poem do you like more?","liking-poem","Which poem is more comprehensible?","comprehensible-poem","[{""comprehensible-poem"":{""1"":false,""2"":true},""intense-poem"":{""1"":false,""2"":true},""liking-poem"":{""1"":false,""2"":true},""melodious-poem"":{""1"":false,""2"":true},""readable-poem"":{""1"":true,""2"":false}}]"
"3X7837UUADY2R766H8SYCS3TBVOJ68","3V76OXST9RHJWOEPK9E4MX3PKKK05D","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.02","Sun Dec 13 09:23:12 PST 2020","1","BatchId:4278643;OriginalHitTemplateId:928390905;","3600","518400","Sun Dec 20 09:23:12 PST 2020","","","37Z929RLG984FSY1QHE73NIHN60STA","A3IWGAADNDAXVE","Submitted","Sun Dec 13 09:27:14 PST 2020","Sun Dec 13 09:27:22 PST 2020","Sat Dec 19 09:27:22 PST 2020","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","17d6cc37-e664-40b5-97b7-3434188e0a2c","my love that , through thy feet in beauty shown <br>but i , so do i sinking on the sky <br>drops then teach it too much a nobler foe <br>for not a faultless summer on thy throat","“ one glance alone i gave , then gathered together my ribbons ,<br>shouted , and flung them , outspread , on the straining necks of my<br>cattle ;<br>screamed at the top of my voice , and lashed the air in my frenzy ,<br>while down the geiger grade , on three wheels , the vehicle thundered .","jhamtani","gutenberg","Which poem is more readable?","readable-poem","Which poem looks more like a real poem?","real-poem","Which poem moves you emotionally more?","moved-poem","Which poem is more comprehensible?","comprehensible-poem","Which poem is more intense?","intense-poem","[{""comprehensible-poem"":{""1"":true,""2"":false},""intense-poem"":{""1"":true,""2"":false},""moved-poem"":{""1"":false,""2"":true},""readable-poem"":{""1"":true,""2"":false},""real-poem"":{""1"":false,""2"":true}}]"
"3FSEU3P2NR0CBEN3H145PEGGHZWRR6","3V76OXST9RHJWOEPK9E4MX3PKKK05D","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.02","Sun Dec 13 09:23:16 PST 2020","1","BatchId:4278643;OriginalHitTemplateId:928390905;","3600","518400","Sun Dec 20 09:23:16 PST 2020","","","3AWETUDC92SB7Q44RX9BL9DBZ4JZI4","A1QIIBAXCX9O4R","Submitted","Sun Dec 13 09:24:30 PST 2020","Sun Dec 13 09:24:45 PST 2020","Sat Dec 19 09:24:45 PST 2020","","","","15","100% (36/36)","100% (36/36)","0% (0/0)","e600f4c1-8dfd-4330-9645-f8bda54f3469","the wind is a rose . <br>i 'll see , i 'll be still , <br>and i am weary of the day , <br>and i have been a man ,","a tree , violet are from the leaves ,<br>fresh breath with glee brain ,<br>in all that summer day year ,<br>and we rise by the break of riding , far of an ancient judgment guard no fear ,<br>the muse it strain .<br>from answered 's so , call","ngram","lstm","Which poem is more comprehensible?","comprehensible-poem","Which poem is more grammatical?","grammatical-poem","Which poem is more melodious?","melodious-poem","Which poem is more readable?","readable-poem","Which poem looks more like a real poem?","real-poem","[{""comprehensible-poem"":{""1"":true,""2"":false},""grammatical-poem"":{""1"":true,""2"":false},""melodious-poem"":{""1"":true,""2"":false},""readable-poem"":{""1"":true,""2"":false},""real-poem"":{""1"":true,""2"":false}}]"
"3G9UA71JVVULV7KB0IXQI63P668J77","3V76OXST9RHJWOEPK9E4MX3PKKK05D","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.02","Sun Dec 13 09:23:12 PST 2020","1","BatchId:4278643;OriginalHitTemplateId:928390905;","3600","518400","Sun Dec 20 09:23:12 PST 2020","","","3DBQWDE4Y6Y5EDV6HPFN1D2XK465NK","A3VLTC2Z0NPV7J","Submitted","Sun Dec 13 09:25:31 PST 2020","Sun Dec 13 09:25:49 PST 2020","Sat Dec 19 09:25:49 PST 2020","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","aa3b1ade-1f84-40f3-a901-835e2b9be62b","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the wand <br>with all her cruell wanders are of nought <br>meanly he finds himself,— the wanton","they met each other in the glade —<br>she lifted up her eyes ;<br>alack the day ! alack the maid !<br>she blushed in swift surprise .<br>alas ! alas ! the woe that comes from lifting up the eyes .","gpt2","gutenberg","Which poem is more intense?","intense-poem","Which poem moves you emotionally more?","moved-poem","Which poem is more comprehensible?","comprehensible-poem","Which poem is more melodious?","melodious-poem","Which poem is more readable?","readable-poem","[{""comprehensible-poem"":{""1"":true,""2"":false},""intense-poem"":{""1"":true,""2"":false},""melodious-poem"":{""1"":true,""2"":false},""moved-poem"":{""1"":false,""2"":true},""readable-poem"":{""1"":true,""2"":false}}]"
"3VW0145YLYC4GARY4OZF1O0F1V3JMI","3V76OXST9RHJWOEPK9E4MX3PKKK05D","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.02","Sun Dec 13 09:23:16 PST 2020","1","BatchId:4278643;OriginalHitTemplateId:928390905;","3600","518400","Sun Dec 20 09:23:16 PST 2020","","","3SEPORI8WNZW18L6F9HY4BPSMWEZA0","AT9UG11XAEDZL","Submitted","Sun Dec 13 09:24:16 PST 2020","Sun Dec 13 09:24:36 PST 2020","Sat Dec 19 09:24:36 PST 2020","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","e91ae433-fefa-4f1a-b7c8-da8b773266dc","a world in life or heart in all her eyes <br>glorious yet sorrow rather than his brow <br>and this most visible so vain is now <br>this love untaught , from self , despite the true","remember smiling lips were barely squeezing ! <br>but such a thousand sexy fingertips ! <br>no one was standing there completely leaning, <br>and touching me with any finger tips. <br><br>so very gently having easy kissing, <br>afraid of being old enough to tease ! <br>or maybe never ever really slipping ! <br>too busy falling on my hands and knees.","jhamtani","hafez","Which poem looks more like a real poem?","real-poem","Which poem is more coherent?","coherent-poem","Which poem do you like more?","liking-poem","Which poem is more comprehensible?","comprehensible-poem","Which poem moves you emotionally more?","moved-poem","[{""coherent-poem"":{""1"":true,""2"":false},""comprehensible-poem"":{""1"":true,""2"":false},""liking-poem"":{""1"":true,""2"":false},""moved-poem"":{""1"":true,""2"":false},""real-poem"":{""1"":false,""2"":true}}]"
"34HEO7RUG6UKCX1MFQIJUOR6HV8RAY","3V76OXST9RHJWOEPK9E4MX3PKKK05D","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.02","Sun Dec 13 09:23:12 PST 2020","1","BatchId:4278643;OriginalHitTemplateId:928390905;","3600","518400","Sun Dec 20 09:23:12 PST 2020","","","3TEM0PF1Q5XXXUISVPV8ODUCPST0DC","AHK0SXP6XD1ST","Submitted","Sun Dec 13 09:25:10 PST 2020","Sun Dec 13 09:30:32 PST 2020","Sat Dec 19 09:30:32 PST 2020","","","","322","0% (0/0)","0% (0/0)","0% (0/0)","f04cf99c-a6f5-49f3-9e85-d43125e70f72","and nothing is enough) and something white,<br>like something from the middle ages clean,<br>and nothing ever coming into sight,<br>except for something falling into view,<br>because that always looks appealing. so,<br>i always wanted something white and you,<br>i always hated your design and no,<br>because it never really matters. you,<br>however. even if i never do.","perhaps, or maybe i remember this,<br>and mrs coulter is the one i take.<br>i cannot follow her, except. i miss.<br>i miss the other mrs conway. she,<br>she is delightful to describe. she, she,<br>she dances. i, i, dancing is my free,<br>artistic pleasure; therefore dancing be,<br>forever mrs conway! mrs. moore!<br>the other mr coulter! i was sure.","true_poetry","true_poetry","Which poem is more intense?","intense-poem","Which poem is more readable?","readable-poem","Which poem moves you emotionally more?","moved-poem","Which poem is more coherent?","coherent-poem","Which poem looks more like a real poem?","real-poem","[{""coherent-poem"":{""1"":false,""2"":true},""intense-poem"":{""1"":true,""2"":false},""moved-poem"":{""1"":false,""2"":true},""readable-poem"":{""1"":true,""2"":false},""real-poem"":{""1"":true,""2"":false}}]"
"3QO7EE372ONPJ6RE8PTFK9173RRBQC","3V76OXST9RHJWOEPK9E4MX3PKKK05D","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.02","Sun Dec 13 09:23:16 PST 2020","1","BatchId:4278643;OriginalHitTemplateId:928390905;","3600","518400","Sun Dec 20 09:23:16 PST 2020","","","35GCEFQ6I5OWHNML6U2OH3BMGMPZ37","A1QMKWVBRAUCT","Submitted","Sun Dec 13 09:31:13 PST 2020","Sun Dec 13 09:32:05 PST 2020","Sat Dec 19 09:32:05 PST 2020","","","","52","100% (3/3)","100% (3/3)","0% (0/0)","e736e64f-1bc9-4db9-b43e-f7e108c82db9","“ i 'm a man , ” said the owl , “ i know , <br>‘ tis but a part <br>of this great soul . as i , who fear <br>that i may see my kingdom cease","and more? i knew but brighter of this day<br>that his will only serve and saw the way<br>of him who done is this, for he was cast<br>to him, if he had loved— but to the rest","ngram","deepspeare","Which poem is more readable?","readable-poem","Which poem has better rhyming?","rhyming-poem","Which poem looks more like a real poem?","real-poem","Which poem is more coherent?","coherent-poem","Which poem is more grammatical?","grammatical-poem","[{""coherent-poem"":{""1"":false,""2"":true},""grammatical-poem"":{""1"":false,""2"":true},""readable-poem"":{""1"":false,""2"":true},""real-poem"":{""1"":false,""2"":true},""rhyming-poem"":{""1"":false,""2"":true}}]"
"3LXX8KJXPW93A1Z1VSNF4YBH0Q6O97","3V76OXST9RHJWOEPK9E4MX3PKKK05D","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.02","Sun Dec 13 09:23:10 PST 2020","1","BatchId:4278643;OriginalHitTemplateId:928390905;","3600","518400","Sun Dec 20 09:23:10 PST 2020","","","3ZSANO2JCF7UWNG0VX9IMJ3GWXRSF1","A4D99Y82KOLC8","Submitted","Sun Dec 13 09:24:48 PST 2020","Sun Dec 13 09:25:06 PST 2020","Sat Dec 19 09:25:06 PST 2020","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","146dd3a7-19c4-44ff-95ab-7064a387ae8d","the splendor of the kindling day ,<br>the splendor of the setting sun ,<br>these move my soul to wend its way ,<br>and have done<br>with all we grasp and toil amongst and say .","and wilt the god and such as i may see<br>beloved, this is not a spot of this<br>blest is the art with beauty that to kiss<br>that truth can take, but little as to be","gutenberg","deepspeare","Which poem looks more like a real poem?","real-poem","Which poem is more grammatical?","grammatical-poem","Which poem is more readable?","readable-poem","Which poem is more melodious?","melodious-poem","Which poem do you like more?","liking-poem","[{""grammatical-poem"":{""1"":false,""2"":true},""liking-poem"":{""1"":false,""2"":true},""melodious-poem"":{""1"":false,""2"":true},""readable-poem"":{""1"":false,""2"":true},""real-poem"":{""1"":false,""2"":true}}]"
"3KL228NDMVMZZK1UB61WPYGVKYRGK6","3V76OXST9RHJWOEPK9E4MX3PKKK05D","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.02","Sun Dec 13 09:23:12 PST 2020","1","BatchId:4278643;OriginalHitTemplateId:928390905;","3600","518400","Sun Dec 20 09:23:12 PST 2020","","","3PH3VY7DJLXT8LO9GEDQM0MJEFHWZ8","A1QIIBAXCX9O4R","Submitted","Sun Dec 13 09:24:40 PST 2020","Sun Dec 13 09:24:50 PST 2020","Sat Dec 19 09:24:50 PST 2020","","","","10","100% (36/36)","100% (36/36)","0% (0/0)","e58606cb-ad05-4e7e-811a-82a4d5861dd7","the bright side ! the bright side !<br>though disappointments throng ,<br>sweet labor lifts the burden and satisfies with song ,<br>and after all the sadness that shades the rugged life ,<br>there 's glory for the struggle and slumber for the strife .","the wind has a rose to find the place <br>who can tell it , if you wish to be <br>a thousand thousand things . <br>never a thought of thee ,","gutenberg","ngram","Which poem is more melodious?","melodious-poem","Which poem is more comprehensible?","comprehensible-poem","Which poem moves you emotionally more?","moved-poem","Which poem looks more like a real poem?","real-poem","Which poem is more grammatical?","grammatical-poem","[{""comprehensible-poem"":{""1"":true,""2"":false},""grammatical-poem"":{""1"":true,""2"":false},""melodious-poem"":{""1"":false,""2"":true},""moved-poem"":{""1"":true,""2"":false},""real-poem"":{""1"":true,""2"":false}}]"
"3FO95NVK5C0OCTNGWQ4AFOLC31FRSU","3V76OXST9RHJWOEPK9E4MX3PKKK05D","What is your preferred poem in each category?","What is your preferred poem in each category?","meaning, preference, text, emotional, poetry","$0.02","Sun Dec 13 09:23:16 PST 2020","1","BatchId:4278643;OriginalHitTemplateId:928390905;","3600","518400","Sun Dec 20 09:23:16 PST 2020","","","3QECW5O0KH139Q0QEL1ZAC8P9MS5TL","AT9UG11XAEDZL","Submitted","Sun Dec 13 09:25:43 PST 2020","Sun Dec 13 09:26:03 PST 2020","Sat Dec 19 09:26:03 PST 2020","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","65d777cf-0b48-438c-be66-52f5c052e2bc","so , gallantly travel the king 's high way ,<br>with hearts unperturbed and with souls high and gay ,<br>there is many a road that is much more the mode ,<br>but none that so surely leads straight up to god ,<br>as the king 's high way .","she swaying a fly in victory ,<br>she , the woodland earth is blossoms<br>they passed will , then , were captive dusk ,<br>all the them in their beneath one blast to the water in his clear<br>that nobler thro : ‘ stir<br>thou earnest , mean","gutenberg","lstm","Which poem is more coherent?","coherent-poem","Which poem has better rhyming?","rhyming-poem","Which poem is more comprehensible?","comprehensible-poem","Which poem moves you emotionally more?","moved-poem","Which poem is more melodious?","melodious-poem","[{""coherent-poem"":{""1"":true,""2"":false},""comprehensible-poem"":{""1"":false,""2"":true},""melodious-poem"":{""1"":true,""2"":false},""moved-poem"":{""1"":true,""2"":false},""rhyming-poem"":{""1"":true,""2"":false}}]"
